56
78
77
35
44
43
34
46
48
60
85
54
96
54
43
72
66
103
96.5
90
84.0
78
73
74.0
75
60
64
59
58
55
54
55
66.0
77
207.0
132.5
58
57
50
47
45
43
41
38
40
34
36
35
34
32
36
35
36
34
33
32
25
25
23
22
22
21
20
19
19
18
18
17
16
17
17
16
18
17
16
15
14
14
13
13
13
12
12
12
11
11
12
12
10
10
10
10
9
9
9
8
8
8
8
7
7
6
6
6
6
5
4
4
3
2
2
1
1
0
0
0
0
0
0
0
0
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
1
1
1
1
1
1
1
