0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,11.0,11.0,11.0,11.0,37.0,36.0,52.0,33.0,14.0,34.0,26.0,18.0,20.0,21.0,31.0,34.0,34.0,32.0,28.0,28.0,29.0,29.0,29.0
0,4.6406,8.1211,9.8613,10.5864,21.827,29.7269,40.3055,38.9182,28.0022,28.6779,27.8349,23.5304,21.3143,20.8681,25.1004,29.5894,32.1555,32.4608,30.5913,29.172,28.8848,28.9062,28.954
0,4.6406,8.1211,9.8613,10.5864,21.827,29.7269,40.3055,38.9182,28.0022,28.6779,27.8349,23.5304,21.3143,20.8681,25.1004,29.5894,32.1555,32.4608,30.5913,29.172,28.8848,28.9062,28.954
0,4.6406,8.1211,9.8613,10.5864,21.827,29.7269,40.3055,38.9182,28.0022,28.6779,27.8349,23.5304,21.3143,20.8681,25.1004,29.5894,32.1555,32.4608,30.5913,29.172,28.8848,28.9062,28.954
