394.0,355.0,329.0,285.0,470727.0
307.0,313.0,314.0,302.0,382018.0
350.0,373.0,390.0,368.0,549153.0
311.0,296.0,294.0,294.0,357209.0
292.0,288.0,294.0,318.0,355768.0
357.0,365.0,353.0,316.0,485139.0
284.0,281.0,281.0,278.0,315862.0
275.0,282.0,308.0,340.0,365613.0
352.0,335.0,305.0,273.0,403683.0
269.0,271.0,271.0,263.0,288412.0
