h,no,va,vo,g
GA,23,"{'temperatura': 34, 'humedad': 55, 'ruido': 48, 'int_luminosa': 683}","{'temperatura': 24, 'humedad': 56, 'ruido': 49, 'int_luminosa': 680}",0.65095
GA,24,"{'temperatura': 34, 'humedad': 55, 'ruido': 48, 'int_luminosa': 683}","{'temperatura': 20, 'humedad': 56, 'ruido': 49, 'int_luminosa': 682}",0.6514
GA,25,"{'temperatura': 34, 'humedad': 55, 'ruido': 48, 'int_luminosa': 683}","{'temperatura': 25, 'humedad': 56, 'ruido': 49, 'int_luminosa': 683}",0.65115
GA,26,"{'temperatura': 34, 'humedad': 55, 'ruido': 48, 'int_luminosa': 683}","{'temperatura': 23, 'humedad': 56, 'ruido': 49, 'int_luminosa': 682}",0.6514
GA,27,"{'temperatura': 34, 'humedad': 55, 'ruido': 48, 'int_luminosa': 683}","{'temperatura': 27, 'humedad': 56, 'ruido': 49, 'int_luminosa': 682}",0.6514
GA,28,"{'temperatura': 34, 'humedad': 55, 'ruido': 48, 'int_luminosa': 683}","{'temperatura': 26, 'humedad': 56, 'ruido': 49, 'int_luminosa': 679}",0.65075
GA,29,"{'temperatura': 34, 'humedad': 55, 'ruido': 48, 'int_luminosa': 683}","{'temperatura': 25, 'humedad': 56, 'ruido': 49, 'int_luminosa': 682}",0.6514
GA,30,"{'temperatura': 34, 'humedad': 55, 'ruido': 48, 'int_luminosa': 683}","{'temperatura': 24, 'humedad': 56, 'ruido': 49, 'int_luminosa': 683}",0.65115
GA,1,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 25, 'humedad': 45, 'ruido': 30, 'int_luminosa': 862}",0.5
GA,2,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 20, 'humedad': 56, 'ruido': 33, 'int_luminosa': 322}",0.5
GA,3,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 21, 'humedad': 56, 'ruido': 47, 'int_luminosa': 529}",0.5
GA,4,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 23, 'humedad': 40, 'ruido': 39, 'int_luminosa': 326}",0.5
GA,5,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 26, 'humedad': 65, 'ruido': 30, 'int_luminosa': 405}",0.5
GA,6,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 23, 'humedad': 53, 'ruido': 49, 'int_luminosa': 518}",0.5
GA,7,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 25, 'humedad': 48, 'ruido': 42, 'int_luminosa': 724}",0.5
GA,8,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 27, 'humedad': 53, 'ruido': 31, 'int_luminosa': 933}",0.5
GA,9,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 26, 'humedad': 62, 'ruido': 62, 'int_luminosa': 369}",0.5
GA,10,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 21, 'humedad': 61, 'ruido': 42, 'int_luminosa': 470}",0.5
GA,11,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 20, 'humedad': 46, 'ruido': 44, 'int_luminosa': 876}",0.5
GA,12,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 24, 'humedad': 64, 'ruido': 41, 'int_luminosa': 962}",0.5
GA,13,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 25, 'humedad': 44, 'ruido': 48, 'int_luminosa': 363}",0.5
GA,14,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 23, 'humedad': 50, 'ruido': 59, 'int_luminosa': 475}",0.5
GA,15,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 23, 'humedad': 55, 'ruido': 31, 'int_luminosa': 348}",0.5
GA,16,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 26, 'humedad': 55, 'ruido': 54, 'int_luminosa': 582}",0.5
GA,17,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 21, 'humedad': 53, 'ruido': 56, 'int_luminosa': 531}",0.5
GA,18,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 27, 'humedad': 59, 'ruido': 44, 'int_luminosa': 615}",0.5
GA,19,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 20, 'humedad': 52, 'ruido': 52, 'int_luminosa': 328}",0.5
GA,20,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 25, 'humedad': 45, 'ruido': 40, 'int_luminosa': 533}",0.5
GA,21,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 22, 'humedad': 65, 'ruido': 57, 'int_luminosa': 405}",0.5
GA,22,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 27, 'humedad': 41, 'ruido': 32, 'int_luminosa': 628}",0.5
GA,23,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 27, 'humedad': 67, 'ruido': 34, 'int_luminosa': 928}",0.5
GA,24,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 24, 'humedad': 47, 'ruido': 38, 'int_luminosa': 626}",0.5
GA,25,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 22, 'humedad': 52, 'ruido': 38, 'int_luminosa': 833}",0.5
GA,26,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 22, 'humedad': 50, 'ruido': 40, 'int_luminosa': 676}",0.5
GA,27,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 20, 'humedad': 65, 'ruido': 60, 'int_luminosa': 841}",0.5
GA,28,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 21, 'humedad': 57, 'ruido': 55, 'int_luminosa': 990}",0.5
GA,29,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 22, 'humedad': 61, 'ruido': 43, 'int_luminosa': 575}",0.5
GA,30,"{'temperatura': 39, 'humedad': 87, 'ruido': 119, 'int_luminosa': 104}","{'temperatura': 21, 'humedad': 56, 'ruido': 44, 'int_luminosa': 933}",0.5
GA,1,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 21, 'humedad': 59, 'ruido': 58, 'int_luminosa': 501}",0.5425
GA,2,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 28, 'humedad': 52, 'ruido': 54, 'int_luminosa': 501}",0.5425
GA,3,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 28, 'humedad': 45, 'ruido': 41, 'int_luminosa': 500}",0.5426
GA,4,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 27, 'humedad': 58, 'ruido': 44, 'int_luminosa': 499}",0.54265
GA,5,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 24, 'humedad': 41, 'ruido': 48, 'int_luminosa': 498}",0.54245
GA,6,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 22, 'humedad': 54, 'ruido': 59, 'int_luminosa': 502}",0.5424
GA,7,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 22, 'humedad': 61, 'ruido': 31, 'int_luminosa': 498}",0.54245
GA,8,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 23, 'humedad': 41, 'ruido': 51, 'int_luminosa': 499}",0.54265
GA,9,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 20, 'humedad': 42, 'ruido': 48, 'int_luminosa': 499}",0.54265
GA,10,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 25, 'humedad': 45, 'ruido': 62, 'int_luminosa': 500}",0.5426
GA,11,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 26, 'humedad': 51, 'ruido': 45, 'int_luminosa': 501}",0.5425
GA,12,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 26, 'humedad': 55, 'ruido': 40, 'int_luminosa': 501}",0.5425
GA,13,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 20, 'humedad': 68, 'ruido': 37, 'int_luminosa': 499}",0.54265
GA,14,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 22, 'humedad': 51, 'ruido': 53, 'int_luminosa': 503}",0.54235
GA,15,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 25, 'humedad': 48, 'ruido': 34, 'int_luminosa': 497}",0.54225
GA,16,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 22, 'humedad': 62, 'ruido': 56, 'int_luminosa': 500}",0.5426
GA,17,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 21, 'humedad': 40, 'ruido': 45, 'int_luminosa': 499}",0.54265
GA,18,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 23, 'humedad': 55, 'ruido': 30, 'int_luminosa': 499}",0.54265
GA,19,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 21, 'humedad': 59, 'ruido': 56, 'int_luminosa': 500}",0.5426
GA,20,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 23, 'humedad': 44, 'ruido': 48, 'int_luminosa': 499}",0.54265
GA,21,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 23, 'humedad': 50, 'ruido': 30, 'int_luminosa': 498}",0.54245
GA,22,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 21, 'humedad': 68, 'ruido': 34, 'int_luminosa': 499}",0.54265
GA,23,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 24, 'humedad': 45, 'ruido': 55, 'int_luminosa': 500}",0.5426
GA,24,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 22, 'humedad': 44, 'ruido': 38, 'int_luminosa': 499}",0.54265
GA,25,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 20, 'humedad': 61, 'ruido': 59, 'int_luminosa': 501}",0.5425
GA,26,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 21, 'humedad': 51, 'ruido': 30, 'int_luminosa': 499}",0.54265
GA,27,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 21, 'humedad': 56, 'ruido': 63, 'int_luminosa': 500}",0.5426
GA,28,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 22, 'humedad': 65, 'ruido': 58, 'int_luminosa': 503}",0.5423
GA,29,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 21, 'humedad': 41, 'ruido': 35, 'int_luminosa': 499}",0.54265
GA,30,"{'temperatura': 30, 'humedad': 87, 'ruido': 105, 'int_luminosa': 500}","{'temperatura': 27, 'humedad': 59, 'ruido': 60, 'int_luminosa': 499}",0.54265
GA,1,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 25, 'humedad': 48, 'ruido': 38, 'int_luminosa': 525}",0.5
GA,2,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 25, 'humedad': 44, 'ruido': 60, 'int_luminosa': 825}",0.5
GA,3,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 27, 'humedad': 70, 'ruido': 61, 'int_luminosa': 896}",0.5
GA,4,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 24, 'humedad': 50, 'ruido': 41, 'int_luminosa': 304}",0.5
GA,5,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 24, 'humedad': 44, 'ruido': 35, 'int_luminosa': 616}",0.5
GA,6,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 27, 'humedad': 51, 'ruido': 65, 'int_luminosa': 899}",0.5
GA,7,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 26, 'humedad': 57, 'ruido': 55, 'int_luminosa': 663}",0.5
GA,8,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 26, 'humedad': 43, 'ruido': 58, 'int_luminosa': 413}",0.5
GA,9,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 21, 'humedad': 53, 'ruido': 49, 'int_luminosa': 732}",0.5
GA,10,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 20, 'humedad': 69, 'ruido': 51, 'int_luminosa': 978}",0.5
GA,11,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 21, 'humedad': 60, 'ruido': 34, 'int_luminosa': 659}",0.5
GA,12,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 20, 'humedad': 56, 'ruido': 53, 'int_luminosa': 473}",0.5
GA,13,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 20, 'humedad': 43, 'ruido': 44, 'int_luminosa': 848}",0.5
GA,14,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 27, 'humedad': 61, 'ruido': 42, 'int_luminosa': 911}",0.5
GA,15,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 23, 'humedad': 48, 'ruido': 50, 'int_luminosa': 588}",0.5
GA,16,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 21, 'humedad': 70, 'ruido': 37, 'int_luminosa': 657}",0.5
GA,17,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 25, 'humedad': 42, 'ruido': 30, 'int_luminosa': 417}",0.5
GA,18,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 26, 'humedad': 40, 'ruido': 44, 'int_luminosa': 529}",0.5
GA,19,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 22, 'humedad': 42, 'ruido': 60, 'int_luminosa': 624}",0.5
GA,20,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 28, 'humedad': 50, 'ruido': 37, 'int_luminosa': 436}",0.5
GA,21,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 20, 'humedad': 44, 'ruido': 60, 'int_luminosa': 305}",0.5
GA,22,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 21, 'humedad': 52, 'ruido': 65, 'int_luminosa': 441}",0.5
GA,23,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 27, 'humedad': 41, 'ruido': 64, 'int_luminosa': 522}",0.5
GA,24,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 28, 'humedad': 55, 'ruido': 59, 'int_luminosa': 864}",0.5
GA,25,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 23, 'humedad': 50, 'ruido': 63, 'int_luminosa': 858}",0.5
GA,26,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 21, 'humedad': 58, 'ruido': 55, 'int_luminosa': 656}",0.5
GA,27,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 25, 'humedad': 43, 'ruido': 36, 'int_luminosa': 347}",0.5
GA,28,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 27, 'humedad': 48, 'ruido': 45, 'int_luminosa': 606}",0.5
GA,29,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 24, 'humedad': 63, 'ruido': 39, 'int_luminosa': 323}",0.5
GA,30,"{'temperatura': 30, 'humedad': 93, 'ruido': 91, 'int_luminosa': 119}","{'temperatura': 22, 'humedad': 44, 'ruido': 47, 'int_luminosa': 519}",0.5
GA,1,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 58, 'int_luminosa': 484}",0.67325
GA,2,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 40, 'int_luminosa': 474}",0.67395
GA,3,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 39, 'int_luminosa': 480}",0.67355
GA,4,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 64, 'int_luminosa': 478}",0.6737
GA,5,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 37, 'int_luminosa': 476}",0.67385
GA,6,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 39, 'int_luminosa': 474}",0.67395
GA,7,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 56, 'int_luminosa': 479}",0.6736
GA,8,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 45, 'int_luminosa': 475}",0.6739
GA,9,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 30, 'int_luminosa': 476}",0.67385
GA,10,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 62, 'int_luminosa': 477}",0.67375
GA,11,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 59, 'int_luminosa': 479}",0.6736
GA,12,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 60, 'int_luminosa': 474}",0.67395
GA,13,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 52, 'int_luminosa': 475}",0.6739
GA,14,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 43, 'int_luminosa': 488}",0.673
GA,15,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 58, 'int_luminosa': 476}",0.67385
GA,16,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 37, 'int_luminosa': 476}",0.67385
GA,17,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 30, 'int_luminosa': 476}",0.67385
GA,18,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 63, 'int_luminosa': 474}",0.67395
GA,19,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 40, 'int_luminosa': 475}",0.6739
GA,20,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 65, 'int_luminosa': 476}",0.67385
GA,21,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 56, 'int_luminosa': 473}",0.67375
GA,22,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 56, 'int_luminosa': 474}",0.67395
GA,23,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 34, 'int_luminosa': 474}",0.67395
GA,24,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 38, 'int_luminosa': 473}",0.67375
GA,25,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 32, 'int_luminosa': 477}",0.67375
GA,26,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 33, 'int_luminosa': 475}",0.6739
GA,27,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 45, 'int_luminosa': 478}",0.6737
GA,28,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 64, 'int_luminosa': 475}",0.6739
GA,29,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 38, 'int_luminosa': 482}",0.6734
GA,30,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 50, 'int_luminosa': 478}",0.6737
GA,1,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 26, 'humedad': 50, 'ruido': 45, 'int_luminosa': 793}",0.5667
GA,2,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 40, 'int_luminosa': 696}",0.5667
GA,3,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 21, 'humedad': 50, 'ruido': 42, 'int_luminosa': 829}",0.5667
GA,4,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 20, 'humedad': 50, 'ruido': 35, 'int_luminosa': 927}",0.5667
GA,5,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 39, 'int_luminosa': 879}",0.5667
GA,6,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 25, 'humedad': 50, 'ruido': 40, 'int_luminosa': 402}",0.5667
GA,7,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 24, 'humedad': 50, 'ruido': 50, 'int_luminosa': 663}",0.5667
GA,8,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 26, 'humedad': 50, 'ruido': 62, 'int_luminosa': 880}",0.5667
GA,9,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 28, 'humedad': 50, 'ruido': 43, 'int_luminosa': 537}",0.5667
GA,10,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 28, 'humedad': 50, 'ruido': 38, 'int_luminosa': 923}",0.5667
GA,11,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 28, 'humedad': 50, 'ruido': 39, 'int_luminosa': 652}",0.5667
GA,12,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 20, 'humedad': 50, 'ruido': 53, 'int_luminosa': 470}",0.5667
GA,13,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 37, 'int_luminosa': 840}",0.5667
GA,14,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 24, 'humedad': 50, 'ruido': 59, 'int_luminosa': 916}",0.5667
GA,15,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 22, 'humedad': 50, 'ruido': 59, 'int_luminosa': 898}",0.5667
GA,16,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 28, 'humedad': 50, 'ruido': 48, 'int_luminosa': 386}",0.5667
GA,17,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 23, 'humedad': 50, 'ruido': 63, 'int_luminosa': 924}",0.5667
GA,18,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 21, 'humedad': 50, 'ruido': 51, 'int_luminosa': 480}",0.5667
GA,19,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 25, 'humedad': 50, 'ruido': 40, 'int_luminosa': 916}",0.5667
GA,20,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 25, 'humedad': 50, 'ruido': 39, 'int_luminosa': 515}",0.5667
GA,21,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 24, 'humedad': 50, 'ruido': 59, 'int_luminosa': 646}",0.5667
GA,22,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 20, 'humedad': 50, 'ruido': 65, 'int_luminosa': 350}",0.5667
GA,23,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 44, 'int_luminosa': 795}",0.5667
