h,no,va,vo,g
AL,12,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 25, 'humedad': 58, 'ruido': 54, 'int_luminosa': 477}",0.6468
AL,13,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 67, 'ruido': 56, 'int_luminosa': 463}",0.64495
AL,14,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 60, 'ruido': 42, 'int_luminosa': 572}",0.6637
AL,15,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 55, 'ruido': 64, 'int_luminosa': 669}",0.6524
AL,16,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 63, 'ruido': 35, 'int_luminosa': 450}",0.6555
AL,17,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 42, 'ruido': 36, 'int_luminosa': 527}",0.6374
AL,18,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 61, 'ruido': 54, 'int_luminosa': 510}",0.6647
AL,19,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 57, 'ruido': 40, 'int_luminosa': 557}",0.6642
AL,20,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 23, 'humedad': 60, 'ruido': 41, 'int_luminosa': 510}",0.64305
AL,21,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 25, 'humedad': 56, 'ruido': 34, 'int_luminosa': 514}",0.6403
AL,22,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 55, 'ruido': 60, 'int_luminosa': 667}",0.65255
AL,23,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 23, 'humedad': 56, 'ruido': 45, 'int_luminosa': 471}",0.64255
AL,24,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 58, 'ruido': 42, 'int_luminosa': 617}",0.6619
AL,25,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 52, 'ruido': 50, 'int_luminosa': 432}",0.65145
AL,26,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 54, 'ruido': 36, 'int_luminosa': 682}",0.64955
AL,27,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 61, 'ruido': 35, 'int_luminosa': 658}",0.6542
AL,28,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 59, 'ruido': 43, 'int_luminosa': 479}",0.6736
AL,29,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 61, 'ruido': 40, 'int_luminosa': 495}",0.6658
AL,30,"{'temperatura': 23, 'humedad': 58, 'ruido': 82, 'int_luminosa': 475}","{'temperatura': 24, 'humedad': 52, 'ruido': 39, 'int_luminosa': 709}",0.6438
AL,1,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 28, 'humedad': 51, 'ruido': 35, 'int_luminosa': 409}",0.56335
AL,2,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 20, 'humedad': 52, 'ruido': 48, 'int_luminosa': 427}",0.56
AL,3,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 26, 'humedad': 49, 'ruido': 46, 'int_luminosa': 702}",0.56
AL,4,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 28, 'humedad': 50, 'ruido': 61, 'int_luminosa': 958}",0.5667
AL,5,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 23, 'humedad': 51, 'ruido': 41, 'int_luminosa': 341}",0.56335
AL,6,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 55, 'int_luminosa': 924}",0.56665
AL,7,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 51, 'int_luminosa': 483}",0.5667
AL,8,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 22, 'humedad': 50, 'ruido': 58, 'int_luminosa': 527}",0.56665
AL,9,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 20, 'humedad': 50, 'ruido': 58, 'int_luminosa': 854}",0.5667
AL,10,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 25, 'humedad': 50, 'ruido': 41, 'int_luminosa': 552}",0.56665
AL,11,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 25, 'humedad': 51, 'ruido': 42, 'int_luminosa': 884}",0.56335
AL,12,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 24, 'humedad': 50, 'ruido': 49, 'int_luminosa': 956}",0.56665
AL,13,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 26, 'humedad': 50, 'ruido': 48, 'int_luminosa': 336}",0.56665
AL,14,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 46, 'int_luminosa': 630}",0.56665
AL,15,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 38, 'int_luminosa': 985}",0.56665
AL,16,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 23, 'humedad': 50, 'ruido': 65, 'int_luminosa': 836}",0.56665
AL,17,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 24, 'humedad': 50, 'ruido': 65, 'int_luminosa': 618}",0.56665
AL,18,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 25, 'humedad': 50, 'ruido': 51, 'int_luminosa': 536}",0.5667
AL,19,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 32, 'int_luminosa': 891}",0.56665
AL,20,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 21, 'humedad': 51, 'ruido': 55, 'int_luminosa': 311}",0.56335
AL,21,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 51, 'ruido': 60, 'int_luminosa': 910}",0.56335
AL,22,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 24, 'humedad': 50, 'ruido': 55, 'int_luminosa': 701}",0.5667
AL,23,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 59, 'int_luminosa': 576}",0.5667
AL,24,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 31, 'int_luminosa': 747}",0.56665
AL,25,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 23, 'humedad': 50, 'ruido': 45, 'int_luminosa': 852}",0.56665
AL,26,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 27, 'humedad': 50, 'ruido': 37, 'int_luminosa': 518}",0.5667
AL,27,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 26, 'humedad': 50, 'ruido': 46, 'int_luminosa': 633}",0.56665
AL,28,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 28, 'humedad': 50, 'ruido': 34, 'int_luminosa': 727}",0.56665
AL,29,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 22, 'humedad': 50, 'ruido': 51, 'int_luminosa': 669}",0.5667
AL,30,"{'temperatura': 27, 'humedad': 49, 'ruido': 119, 'int_luminosa': 167}","{'temperatura': 25, 'humedad': 50, 'ruido': 37, 'int_luminosa': 900}",0.5667
AL,1,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 27, 'humedad': 65, 'ruido': 35, 'int_luminosa': 479}",0.54435
AL,2,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 20, 'humedad': 61, 'ruido': 49, 'int_luminosa': 507}",0.5435
AL,3,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 20, 'humedad': 64, 'ruido': 33, 'int_luminosa': 488}",0.5457
AL,4,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 22, 'humedad': 61, 'ruido': 42, 'int_luminosa': 511}",0.5432
AL,5,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 25, 'humedad': 61, 'ruido': 38, 'int_luminosa': 490}",0.54485
AL,6,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 28, 'humedad': 58, 'ruido': 61, 'int_luminosa': 538}",0.54035
AL,7,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 20, 'humedad': 60, 'ruido': 50, 'int_luminosa': 485}",0.5444
AL,8,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 25, 'humedad': 62, 'ruido': 60, 'int_luminosa': 538}",0.5413
AL,9,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 20, 'humedad': 68, 'ruido': 59, 'int_luminosa': 521}",0.5441
AL,10,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 21, 'humedad': 68, 'ruido': 64, 'int_luminosa': 483}",0.54585
AL,11,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 23, 'humedad': 62, 'ruido': 63, 'int_luminosa': 504}",0.544
AL,12,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 26, 'humedad': 58, 'ruido': 35, 'int_luminosa': 523}",0.54155
AL,13,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 25, 'humedad': 66, 'ruido': 45, 'int_luminosa': 478}",0.54435
AL,14,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 21, 'humedad': 64, 'ruido': 61, 'int_luminosa': 479}",0.54405
AL,15,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 24, 'humedad': 61, 'ruido': 56, 'int_luminosa': 490}",0.5448
AL,16,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 20, 'humedad': 67, 'ruido': 60, 'int_luminosa': 484}",0.54585
AL,17,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 23, 'humedad': 41, 'ruido': 45, 'int_luminosa': 493}",0.53985
AL,18,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 28, 'humedad': 65, 'ruido': 40, 'int_luminosa': 484}",0.54535
AL,19,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 27, 'humedad': 63, 'ruido': 54, 'int_luminosa': 494}",0.545
AL,20,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 23, 'humedad': 65, 'ruido': 30, 'int_luminosa': 487}",0.54605
AL,21,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 27, 'humedad': 69, 'ruido': 43, 'int_luminosa': 487}",0.5434
AL,22,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 25, 'humedad': 67, 'ruido': 40, 'int_luminosa': 506}",0.545
AL,23,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 22, 'humedad': 67, 'ruido': 54, 'int_luminosa': 488}",0.5464
AL,24,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 24, 'humedad': 61, 'ruido': 44, 'int_luminosa': 508}",0.5434
AL,25,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 22, 'humedad': 65, 'ruido': 47, 'int_luminosa': 552}",0.54095
AL,26,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 21, 'humedad': 64, 'ruido': 32, 'int_luminosa': 499}",0.54485
AL,27,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 26, 'humedad': 63, 'ruido': 65, 'int_luminosa': 486}",0.54535
AL,28,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 24, 'humedad': 41, 'ruido': 42, 'int_luminosa': 490}",0.5401
AL,29,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 24, 'humedad': 67, 'ruido': 40, 'int_luminosa': 493}",0.546
AL,30,"{'temperatura': 34, 'humedad': 67, 'ruido': 125, 'int_luminosa': 488}","{'temperatura': 25, 'humedad': 65, 'ruido': 35, 'int_luminosa': 489}",0.54585
AL,1,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 55, 'ruido': 55, 'int_luminosa': 804}",0.658
AL,2,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 25, 'humedad': 47, 'ruido': 47, 'int_luminosa': 882}",0.6475
AL,3,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 25, 'humedad': 56, 'ruido': 47, 'int_luminosa': 846}",0.6587
AL,4,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 53, 'ruido': 59, 'int_luminosa': 849}",0.66765
AL,5,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 62, 'ruido': 48, 'int_luminosa': 773}",0.65135
AL,6,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 25, 'humedad': 59, 'ruido': 33, 'int_luminosa': 866}",0.6618
AL,7,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 62, 'ruido': 31, 'int_luminosa': 832}",0.664
AL,8,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 53, 'ruido': 62, 'int_luminosa': 773}",0.65135
AL,9,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 46, 'ruido': 36, 'int_luminosa': 846}",0.667
AL,10,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 25, 'humedad': 54, 'ruido': 37, 'int_luminosa': 850}",0.65955
AL,11,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 59, 'ruido': 59, 'int_luminosa': 807}",0.65865
AL,12,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 40, 'ruido': 41, 'int_luminosa': 892}",0.64685
AL,13,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 56, 'ruido': 41, 'int_luminosa': 832}",0.664
AL,14,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 25, 'humedad': 41, 'ruido': 49, 'int_luminosa': 891}",0.6394
AL,15,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 23, 'humedad': 57, 'ruido': 42, 'int_luminosa': 866}",0.6452
AL,16,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 25, 'humedad': 62, 'ruido': 35, 'int_luminosa': 833}",0.6559
AL,17,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 27, 'humedad': 42, 'ruido': 30, 'int_luminosa': 866}",0.64515
AL,18,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 25, 'humedad': 44, 'ruido': 30, 'int_luminosa': 860}",0.66165
AL,19,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 58, 'ruido': 57, 'int_luminosa': 784}",0.6537
AL,20,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 23, 'humedad': 52, 'ruido': 32, 'int_luminosa': 859}",0.6448
AL,21,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 25, 'humedad': 53, 'ruido': 54, 'int_luminosa': 769}",0.6422
AL,22,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 49, 'ruido': 42, 'int_luminosa': 880}",0.65765
AL,23,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 46, 'ruido': 42, 'int_luminosa': 798}",0.6567
AL,24,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 62, 'ruido': 62, 'int_luminosa': 812}",0.6597
AL,25,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 23, 'humedad': 62, 'ruido': 33, 'int_luminosa': 851}",0.64305
AL,26,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 25, 'humedad': 50, 'ruido': 59, 'int_luminosa': 853}",0.6602
AL,27,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 24, 'humedad': 63, 'ruido': 40, 'int_luminosa': 864}",0.6542
AL,28,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 44, 'ruido': 48, 'int_luminosa': 876}",0.66125
AL,29,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 24, 'humedad': 45, 'ruido': 53, 'int_luminosa': 840}",0.64905
AL,30,"{'temperatura': 25, 'humedad': 78, 'ruido': 114, 'int_luminosa': 866}","{'temperatura': 26, 'humedad': 65, 'ruido': 51, 'int_luminosa': 770}",0.65075
AL,1,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 21, 'humedad': 58, 'ruido': 43, 'int_luminosa': 798}",0.61125
AL,2,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 24, 'humedad': 70, 'ruido': 54, 'int_luminosa': 797}",0.618
AL,3,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 20, 'humedad': 62, 'ruido': 46, 'int_luminosa': 753}",0.60625
AL,4,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 26, 'humedad': 44, 'ruido': 59, 'int_luminosa': 768}",0.60885
AL,5,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 22, 'humedad': 59, 'ruido': 44, 'int_luminosa': 781}",0.6111
AL,6,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 22, 'humedad': 42, 'ruido': 51, 'int_luminosa': 796}",0.6168
AL,7,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 21, 'humedad': 58, 'ruido': 62, 'int_luminosa': 803}",0.6055
AL,8,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 22, 'humedad': 55, 'ruido': 55, 'int_luminosa': 775}",0.61605
AL,9,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 20, 'humedad': 57, 'ruido': 54, 'int_luminosa': 798}",0.6175
AL,10,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 24, 'humedad': 56, 'ruido': 45, 'int_luminosa': 761}",0.60735
AL,11,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 22, 'humedad': 67, 'ruido': 45, 'int_luminosa': 783}",0.61205
AL,12,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 26, 'humedad': 50, 'ruido': 53, 'int_luminosa': 796}",0.618
AL,13,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 28, 'humedad': 52, 'ruido': 57, 'int_luminosa': 788}",0.616
AL,14,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 26, 'humedad': 61, 'ruido': 43, 'int_luminosa': 792}",0.61285
AL,15,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 26, 'humedad': 45, 'ruido': 62, 'int_luminosa': 801}",0.60655
AL,16,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 22, 'humedad': 53, 'ruido': 56, 'int_luminosa': 721}",0.6031
AL,17,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 27, 'humedad': 70, 'ruido': 42, 'int_luminosa': 787}",0.6112
AL,18,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 25, 'humedad': 59, 'ruido': 55, 'int_luminosa': 800}",0.61705
AL,19,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 25, 'humedad': 42, 'ruido': 55, 'int_luminosa': 787}",0.61865
AL,20,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 20, 'humedad': 50, 'ruido': 50, 'int_luminosa': 788}",0.616
AL,21,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 22, 'humedad': 44, 'ruido': 42, 'int_luminosa': 795}",0.6122
AL,22,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 22, 'humedad': 52, 'ruido': 57, 'int_luminosa': 788}",0.616
AL,23,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 21, 'humedad': 68, 'ruido': 55, 'int_luminosa': 769}",0.6148
AL,24,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 21, 'humedad': 54, 'ruido': 54, 'int_luminosa': 801}",0.61595
AL,25,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 26, 'humedad': 63, 'ruido': 31, 'int_luminosa': 795}",0.60595
AL,26,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 20, 'humedad': 40, 'ruido': 56, 'int_luminosa': 757}",0.6108
AL,27,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 27, 'humedad': 58, 'ruido': 52, 'int_luminosa': 797}",0.61685
AL,28,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 23, 'humedad': 43, 'ruido': 51, 'int_luminosa': 791}",0.6172
AL,29,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 26, 'humedad': 43, 'ruido': 42, 'int_luminosa': 765}",0.6065
AL,30,"{'temperatura': 32, 'humedad': 80, 'ruido': 54, 'int_luminosa': 795}","{'temperatura': 24, 'humedad': 46, 'ruido': 53, 'int_luminosa': 750}",0.60955
AL,1,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 22, 'humedad': 44, 'ruido': 38, 'int_luminosa': 638}",0.58665
AL,2,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 26, 'humedad': 44, 'ruido': 64, 'int_luminosa': 847}",0.58665
AL,3,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 25, 'humedad': 45, 'ruido': 64, 'int_luminosa': 849}",0.58335
AL,4,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 23, 'humedad': 46, 'ruido': 41, 'int_luminosa': 948}",0.58
AL,5,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 24, 'humedad': 44, 'ruido': 52, 'int_luminosa': 910}",0.58665
AL,6,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 22, 'humedad': 45, 'ruido': 60, 'int_luminosa': 350}",0.58335
AL,7,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 27, 'humedad': 44, 'ruido': 44, 'int_luminosa': 980}",0.5867
AL,8,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 25, 'humedad': 44, 'ruido': 45, 'int_luminosa': 356}",0.5867
AL,9,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 22, 'humedad': 44, 'ruido': 40, 'int_luminosa': 327}",0.58665
AL,10,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 24, 'humedad': 45, 'ruido': 65, 'int_luminosa': 350}",0.58335
AL,11,"{'temperatura': 28, 'humedad': 43, 'ruido': 96, 'int_luminosa': 173}","{'temperatura': 24, 'humedad': 44, 'ruido': 55, 'int_luminosa': 441}",0.58665
