751,402,26,576,321,934
750,403,26,576,321,934
750,403,26,576,321,934
750,403,27,576,321,934
751,403,26,576,321,934
750,403,26,576,322,934
750,403,26,576,322,934
750,403,26,576,321,934
750,403,26,576,322,969
751,403,27,576,321,1014
750,403,26,576,322,1014
750,403,26,576,321,1013
750,403,26,564,321,1014
750,403,26,529,321,1014
751,403,26,479,321,1014
751,403,26,418,321,1014
750,403,26,355,321,1013
750,403,26,303,322,1013
750,403,26,258,321,924
751,403,26,225,322,848
750,403,27,224,322,786
750,403,26,224,321,719
750,403,26,224,321,673
750,403,27,224,321,672
751,403,9,224,322,672
750,403,0,223,322,671
750,403,0,223,322,672
750,403,0,223,321,672
750,403,0,224,322,671
750,403,0,224,322,671
750,403,0,224,348,671
750,403,0,224,403,671
750,403,33,224,453,671
750,403,69,223,490,671
750,403,109,224,520,671
750,403,109,223,540,671
750,403,108,224,558,672
750,403,108,224,574,671
751,403,108,223,579,671
746,403,108,224,579,671
767,403,108,224,579,672
839,403,108,224,579,671
905,403,108,224,578,671
947,403,108,223,579,672
968,403,108,224,579,672
974,403,109,224,578,671
974,403,108,224,575,671
974,403,108,223,564,672
973,404,108,224,557,672
974,416,109,224,557,671
974,443,109,224,557,671
975,491,108,223,555,671
975,518,108,224,554,672
974,544,108,224,552,672
974,574,108,224,550,671
974,594,108,224,547,671
974,595,108,224,542,671
974,595,109,224,538,671
974,595,109,224,538,671
974,595,108,224,538,671
974,595,109,224,538,671
974,595,108,224,538,671
974,595,109,223,533,671
974,595,109,212,521,671
975,595,108,193,511,671
974,595,109,178,500,672
974,595,109,161,487,672
974,595,108,142,476,672
974,595,108,118,468,672
974,595,108,99,462,671
974,595,109,78,457,672
974,595,108,70,454,672
974,595,109,69,454,672
974,595,109,70,454,672
974,595,108,69,455,672
974,595,108,70,454,672
974,595,108,70,454,672
974,595,109,70,454,672
974,595,108,70,454,672
974,595,109,70,454,672
974,595,108,70,454,671
974,595,108,70,454,671
975,595,108,70,454,671
974,595,108,70,454,671
974,595,108,70,454,675
974,595,108,70,454,702
974,595,109,70,454,739
974,595,108,70,454,772
974,595,109,69,454,793
974,594,108,70,454,817
974,595,108,70,454,825
975,595,108,70,454,830
996,595,109,70,454,830
1021,595,108,70,454,829
1021,595,109,69,454,829
1021,595,108,70,454,829
1021,595,108,70,454,829
1022,595,108,70,454,829
1021,595,108,70,454,830
1021,595,108,70,454,830
1022,595,108,70,454,829
1022,595,108,70,454,829
1021,595,108,70,454,830
1020,595,108,70,454,829
1021,595,108,70,454,829
986,595,108,70,454,830
949,595,108,70,454,830
919,595,108,70,454,830
900,595,108,70,454,830
897,595,108,70,454,829
887,595,108,70,452,830
873,595,109,70,447,830
872,595,109,70,441,830
871,595,108,70,439,829
872,595,108,70,439,829
872,595,109,70,439,830
872,595,108,70,439,830
872,595,109,70,439,830
871,594,108,70,439,829
872,572,108,70,440,830
872,534,108,70,442,829
872,494,108,70,456,830
872,459,108,70,468,829
872,428,108,70,473,829
872,399,108,70,474,830
872,390,109,70,475,829
872,378,108,70,475,829
872,362,108,70,475,829
872,359,108,70,475,829
872,359,108,70,475,830
872,359,109,70,475,830
872,359,108,70,475,829
872,359,108,70,475,830
872,359,100,70,475,830
872,359,38,70,475,829
871,359,0,70,475,830
872,359,0,70,475,829
872,359,0,70,475,830
872,359,0,68,475,830
872,359,0,62,475,830
872,359,0,52,475,830
872,359,0,42,475,830
872,359,0,31,475,830
872,359,54,22,475,829
872,359,112,9,475,829
872,359,155,0,475,829
872,359,197,0,475,830
872,359,233,0,475,830
872,359,255,0,475,830
872,359,263,0,475,830
872,359,267,0,475,830
872,359,272,0,475,830
872,359,278,0,475,829
872,359,285,0,475,830
872,359,287,0,475,830
872,359,287,0,475,830
872,359,287,0,475,829
872,359,287,0,475,829
872,359,287,0,475,829
872,359,287,0,475,829
872,359,287,16,475,829
872,359,287,49,475,830
872,359,287,79,475,829
872,359,287,110,475,830
872,359,287,141,475,829
872,359,287,170,475,830
872,359,287,180,475,830
872,359,287,180,475,830
872,359,287,180,475,830
872,359,287,180,475,830
872,359,287,180,475,829
872,359,287,180,475,830
872,359,287,180,475,830
872,359,287,180,477,830
872,359,287,180,486,829
872,359,287,180,512,830
872,359,287,180,542,829
872,359,286,180,581,830
872,359,287,180,614,830
872,359,286,180,636,829
872,359,286,180,654,830
872,359,287,180,660,830
872,359,287,180,660,830
872,359,286,180,660,830
872,359,286,180,660,830
